date_commande;identifiant_client;montant_ttc;numero_commande;pays;canal
2026-06-05;CLI-004980;36,66;CMD-009118;ES;Meta
2026-06-05;CLI-005000;36,66;CMD-009119;FR;Google
2026-06-05;CLI-005020;36,66;CMD-009120;FR;Influence
2026-06-05;CLI-005042;36,66;CMD-009121;FR;Meta
2026-06-05;CLI-005110;93,06;CMD-009122;IT;Meta
2026-06-05;CLI-005111;93,06;CMD-009123;FR;TikTok
2026-06-05;CLI-005120;69,56;CMD-009124;IT;Meta
2026-06-05;CLI-005133;92,12;CMD-009125;FR;Meta
2026-06-05;CLI-005141;69,56;CMD-009126;FR;Google
2026-06-05;CLI-005153;22,56;CMD-009127;FR;TikTok
2026-06-05;CLI-005188;69,56;CMD-009128;DE;Google
2026-06-05;CLI-005189;59,22;CMD-009129;FR;Autre
2026-06-05;CLI-005194;93,06;CMD-009130;IT;Meta
2026-06-06;CLI-004640;-36,66;R-CMD-008867;FR;Remboursement
2026-06-06;CLI-001296;74,00;CMD-009131;FR;Email/SMS
2026-06-06;CLI-001759;39,00;CMD-009132;FR;Email/SMS
2026-06-06;CLI-001872;78,00;CMD-009133;FR;Meta retargeting
2026-06-06;CLI-002093;138,00;CMD-009134;FR;Email/SMS
2026-06-06;CLI-002635;69,56;CMD-009135;FR;Email/SMS
2026-06-06;CLI-002770;69,56;CMD-009136;FR;Direct
2026-06-06;CLI-002895;129,72;CMD-009137;FR;Direct
2026-06-06;CLI-003884;93,06;CMD-009138;FR;Direct
2026-06-06;CLI-004535;73,32;CMD-009139;FR;Direct
2026-06-06;CLI-004878;59,22;CMD-009140;FR;Meta
2026-06-06;CLI-004931;69,56;CMD-009141;FR;Meta
2026-06-06;CLI-004956;59,22;CMD-009142;DE;Influence
2026-06-06;CLI-004961;22,56;CMD-009143;FR;Meta
2026-06-06;CLI-004981;93,06;CMD-009144;DE;Meta
2026-06-06;CLI-004987;27,26;CMD-009145;FR;Meta
2026-06-06;CLI-005004;93,06;CMD-009146;DE;Google
2026-06-06;CLI-005116;92,12;CMD-009147;DE;Meta
2026-06-06;CLI-005131;92,12;CMD-009148;NL;Meta
2026-06-06;CLI-005151;115,62;CMD-009149;FR;Meta
2026-06-06;CLI-005182;36,66;CMD-009150;FR;Influence
2026-06-06;CLI-005191;36,66;CMD-009151;FR;TikTok
2026-06-07;CLI-000393;113,00;CMD-009152;FR;Direct
2026-06-07;CLI-000678;74,00;CMD-009153;FR;Email/SMS
2026-06-07;CLI-001239;39,00;CMD-009154;FR;Meta retargeting
2026-06-07;CLI-001277;74,00;CMD-009155;FR;Direct
2026-06-07;CLI-001426;99,00;CMD-009156;BE;Direct
2026-06-07;CLI-001892;99,00;CMD-009157;FR;Meta retargeting
2026-06-07;CLI-002576;138,00;CMD-009158;FR;Email/SMS
2026-06-07;CLI-002706;27,26;CMD-009159;IT;Email/SMS
2026-06-07;CLI-002819;22,56;CMD-009160;FR;Direct
2026-06-07;CLI-002987;93,06;CMD-009161;DE;Email/SMS
2026-06-07;CLI-003060;106,22;CMD-009162;FR;Email/SMS
2026-06-07;CLI-003108;36,66;CMD-009163;FR;Direct
2026-06-07;CLI-003257;129,72;CMD-009164;FR;Email/SMS
2026-06-07;CLI-003340;106,22;CMD-009165;FR;Direct
2026-06-07;CLI-003585;93,06;CMD-009166;DE;Email/SMS
2026-06-07;CLI-004461;93,06;CMD-009167;ES;Direct
2026-06-07;CLI-004610;93,06;CMD-009168;FR;Direct
2026-06-07;CLI-004836;59,22;CMD-009169;IT;Meta
2026-06-07;CLI-004873;36,66;CMD-009170;FR;Meta
2026-06-07;CLI-004915;69,56;CMD-009171;ES;Meta
2026-06-07;CLI-004986;69,56;CMD-009172;FR;Meta
2026-06-07;CLI-004989;93,06;CMD-009173;FR;Meta
2026-06-07;CLI-005010;59,22;CMD-009174;FR;Meta
2026-06-07;CLI-005039;93,06;CMD-009175;ES;Meta
2026-06-07;CLI-005056;36,66;CMD-009176;DE;Meta
2026-06-07;CLI-005064;36,66;CMD-009177;ES;Meta
2026-06-07;CLI-005150;36,66;CMD-009178;DE;TikTok
2026-06-07;CLI-005168;69,56;CMD-009179;FR;Google
2026-06-07;CLI-005209;69,56;CMD-009180;FR;Influence
2026-06-08;CLI-001386;39,00;CMD-009181;FR;Email/SMS
2026-06-08;CLI-002141;24,00;CMD-009182;NL;Email/SMS
2026-06-08;CLI-002560;74,00;CMD-009183;ES;Email/SMS
2026-06-08;CLI-002797;93,06;CMD-009184;FR;Direct
2026-06-08;CLI-002987;59,22;CMD-009185;DE;Direct
2026-06-08;CLI-003448;59,22;CMD-009186;FR;Email/SMS
2026-06-08;CLI-003569;27,26;CMD-009187;NL;Direct
2026-06-08;CLI-003991;129,72;CMD-009188;ES;Direct
2026-06-08;CLI-004161;27,26;CMD-009189;NL;Email/SMS
2026-06-08;CLI-004226;69,56;CMD-009190;FR;Email/SMS
2026-06-08;CLI-004280;93,06;CMD-009191;FR;Email/SMS
2026-06-08;CLI-004568;129,72;CMD-009192;DE;Direct
2026-06-08;CLI-004869;69,56;CMD-009193;DE;Meta
2026-06-08;CLI-004877;93,06;CMD-009194;FR;Meta
2026-06-08;CLI-004895;69,56;CMD-009195;FR;Meta
2026-06-08;CLI-004913;36,66;CMD-009196;BE;Meta
2026-06-08;CLI-004943;93,06;CMD-009197;FR;TikTok
2026-06-08;CLI-005019;69,56;CMD-009198;DE;Google
2026-06-08;CLI-005066;59,22;CMD-009199;BE;Meta
2026-06-08;CLI-005091;36,66;CMD-009200;ES;Meta
2026-06-08;CLI-005100;93,06;CMD-009201;FR;Meta
2026-06-08;CLI-005115;92,12;CMD-009202;ES;Meta
2026-06-08;CLI-005192;93,06;CMD-009203;FR;TikTok
2026-06-09;CLI-004521;-36,66;R-CMD-008713;BE;Remboursement
2026-06-09;CLI-001411;74,00;CMD-009204;IT;Email/SMS
2026-06-09;CLI-002121;74,00;CMD-009205;BE;Direct
2026-06-09;CLI-002175;29,00;CMD-009206;DE;Email/SMS
2026-06-09;CLI-002190;74,00;CMD-009207;FR;Email/SMS
2026-06-09;CLI-002479;74,00;CMD-009208;FR;Email/SMS
2026-06-09;CLI-002601;99,00;CMD-009209;BE;Email/SMS
2026-06-09;CLI-003058;36,66;CMD-009210;FR;Meta retargeting
2026-06-09;CLI-003233;69,56;CMD-009211;FR;Meta retargeting
2026-06-09;CLI-003789;36,66;CMD-009212;FR;Direct
2026-06-09;CLI-004329;106,22;CMD-009213;DE;Email/SMS
2026-06-09;CLI-004833;22,56;CMD-009214;BE;Meta
2026-06-09;CLI-004837;93,06;CMD-009215;FR;Google
2026-06-09;CLI-004842;93,06;CMD-009216;IT;Google
2026-06-09;CLI-004853;69,56;CMD-009217;DE;Google
2026-06-09;CLI-004885;36,66;CMD-009218;NL;Google
2026-06-09;CLI-004936;69,56;CMD-009219;FR;Meta
2026-06-09;CLI-004978;27,26;CMD-009220;BE;Influence
2026-06-09;CLI-005015;93,06;CMD-009221;FR;Google
2026-06-09;CLI-005044;69,56;CMD-009222;FR;Autre
2026-06-09;CLI-005132;36,66;CMD-009223;FR;Meta
2026-06-09;CLI-005171;93,06;CMD-009224;FR;Meta
2026-06-09;CLI-005187;93,06;CMD-009225;FR;Meta
2026-06-09;CLI-005201;27,26;CMD-009226;FR;TikTok
2026-06-09;CLI-005207;69,56;CMD-009227;FR;Meta
2026-06-10;CLI-000008;138,00;CMD-009228;FR;Meta retargeting
2026-06-10;CLI-000555;99,00;CMD-009229;FR;Meta retargeting
2026-06-10;CLI-000977;39,00;CMD-009230;FR;Email/SMS
2026-06-10;CLI-001079;99,00;CMD-009231;FR;Meta retargeting
2026-06-10;CLI-001840;99,00;CMD-009232;FR;Email/SMS
2026-06-10;CLI-002129;99,00;CMD-009233;FR;Email/SMS
2026-06-10;CLI-002739;69,56;CMD-009234;FR;Direct
2026-06-10;CLI-003133;106,22;CMD-009235;FR;Email/SMS
2026-06-10;CLI-003201;69,56;CMD-009236;BE;Email/SMS
2026-06-10;CLI-003569;129,72;CMD-009237;NL;Email/SMS
2026-06-10;CLI-003951;93,06;CMD-009238;FR;Direct
2026-06-10;CLI-004200;93,06;CMD-009239;DE;Email/SMS
2026-06-10;CLI-004324;106,22;CMD-009240;FR;Direct
2026-06-10;CLI-004848;69,56;CMD-009241;FR;TikTok
2026-06-10;CLI-004900;92,12;CMD-009242;FR;Meta
2026-06-10;CLI-004957;36,66;CMD-009243;FR;Meta
2026-06-10;CLI-004974;69,56;CMD-009244;FR;Meta
2026-06-10;CLI-004976;69,56;CMD-009245;IT;Meta
2026-06-10;CLI-004995;36,66;CMD-009246;FR;Meta
2026-06-10;CLI-005005;69,56;CMD-009247;FR;Meta
2026-06-10;CLI-005085;36,66;CMD-009248;BE;Autre
2026-06-10;CLI-005093;92,12;CMD-009249;FR;Meta
2026-06-10;CLI-005095;49,82;CMD-009250;FR;Influence
2026-06-10;CLI-005112;36,66;CMD-009251;FR;TikTok
2026-06-11;CLI-000430;138,00;CMD-009252;FR;Direct
2026-06-11;CLI-000827;99,00;CMD-009253;FR;Email/SMS
2026-06-11;CLI-001179;99,00;CMD-009254;FR;Direct
2026-06-11;CLI-001786;24,00;CMD-009255;DE;Meta retargeting
2026-06-11;CLI-001906;74,00;CMD-009256;BE;Direct
2026-06-11;CLI-002005;113,00;CMD-009257;DE;Meta retargeting
2026-06-11;CLI-002030;99,00;CMD-009258;BE;Email/SMS
2026-06-11;CLI-002321;74,00;CMD-009259;FR;Email/SMS
2026-06-11;CLI-002386;39,00;CMD-009260;FR;Meta retargeting
2026-06-11;CLI-003293;93,06;CMD-009261;FR;Email/SMS
2026-06-11;CLI-003884;129,72;CMD-009262;FR;Direct
2026-06-11;CLI-003923;69,56;CMD-009263;FR;Direct
2026-06-11;CLI-004064;93,06;CMD-009264;FR;Meta retargeting
2026-06-11;CLI-004879;92,12;CMD-009265;FR;Autre
2026-06-11;CLI-004908;36,66;CMD-009266;FR;Meta
2026-06-11;CLI-004925;36,66;CMD-009267;FR;Google
2026-06-11;CLI-004939;69,56;CMD-009268;FR;Meta
2026-06-11;CLI-004960;69,56;CMD-009269;FR;Google
2026-06-11;CLI-004973;36,66;CMD-009270;FR;Meta
2026-06-11;CLI-005034;69,56;CMD-009271;IT;Meta
2026-06-11;CLI-005043;36,66;CMD-009272;ES;Google
2026-06-11;CLI-005121;93,06;CMD-009273;DE;Meta
2026-06-11;CLI-005185;36,66;CMD-009274;ES;TikTok
2026-06-11;CLI-005199;22,56;CMD-009275;FR;Meta
2026-06-12;CLI-001668;113,00;CMD-009276;FR;Direct
2026-06-12;CLI-002008;99,00;CMD-009277;ES;Direct
2026-06-12;CLI-002092;138,00;CMD-009278;BE;Email/SMS
2026-06-12;CLI-003651;93,06;CMD-009279;IT;Email/SMS
2026-06-12;CLI-003679;63,92;CMD-009280;DE;Direct
2026-06-12;CLI-003953;27,26;CMD-009281;FR;Direct
2026-06-12;CLI-004852;59,22;CMD-009282;FR;Google
2026-06-12;CLI-004870;115,62;CMD-009283;ES;Meta
2026-06-12;CLI-004912;92,12;CMD-009284;ES;Google
2026-06-12;CLI-004940;69,56;CMD-009285;FR;TikTok
2026-06-12;CLI-004964;36,66;CMD-009286;DE;Meta
2026-06-12;CLI-004988;36,66;CMD-009287;IT;Meta
2026-06-12;CLI-004996;69,56;CMD-009288;BE;Meta
2026-06-12;CLI-005021;93,06;CMD-009289;DE;Meta
2026-06-12;CLI-005025;22,56;CMD-009290;FR;Autre
2026-06-12;CLI-005058;69,56;CMD-009291;BE;Google
2026-06-12;CLI-005061;69,56;CMD-009292;DE;Meta
2026-06-12;CLI-005086;27,26;CMD-009293;DE;TikTok
2026-06-12;CLI-005088;59,22;CMD-009294;FR;Influence
2026-06-12;CLI-005092;27,26;CMD-009295;FR;TikTok
2026-06-12;CLI-005116;129,72;CMD-009296;DE;Direct
2026-06-12;CLI-005177;69,56;CMD-009297;FR;Meta
2026-06-13;CLI-000106;68,00;CMD-009298;FR;Email/SMS
2026-06-13;CLI-000109;78,00;CMD-009299;FR;Direct
2026-06-13;CLI-002069;78,00;CMD-009300;FR;Direct
2026-06-13;CLI-002321;99,00;CMD-009301;FR;Email/SMS
2026-06-13;CLI-002385;138,00;CMD-009302;FR;Meta retargeting
2026-06-13;CLI-002684;36,66;CMD-009303;FR;Email/SMS
2026-06-13;CLI-002743;69,56;CMD-009304;DE;Direct
2026-06-13;CLI-003576;129,72;CMD-009305;FR;Direct
2026-06-13;CLI-003663;22,56;CMD-009306;FR;Direct
2026-06-13;CLI-003937;73,32;CMD-009307;IT;Meta retargeting
2026-06-13;CLI-004284;106,22;CMD-009308;FR;Email/SMS
2026-06-13;CLI-004855;93,06;CMD-009309;FR;Meta
2026-06-13;CLI-004871;27,26;CMD-009310;FR;TikTok
2026-06-13;CLI-004876;36,66;CMD-009311;BE;Google
2026-06-13;CLI-004891;27,26;CMD-009312;FR;Meta
2026-06-13;CLI-004893;36,66;CMD-009313;FR;Google
2026-06-13;CLI-004896;69,56;CMD-009314;FR;Meta
2026-06-13;CLI-004948;27,26;CMD-009315;DE;Google
2026-06-13;CLI-004951;36,66;CMD-009316;FR;Autre
2026-06-13;CLI-005027;69,56;CMD-009317;BE;TikTok
2026-06-13;CLI-005028;69,56;CMD-009318;IT;Meta
2026-06-13;CLI-005041;69,56;CMD-009319;DE;TikTok
2026-06-13;CLI-005107;69,56;CMD-009320;FR;Meta
2026-06-13;CLI-005147;69,56;CMD-009321;ES;Meta
2026-06-13;CLI-005203;115,62;CMD-009322;DE;Meta
2026-06-14;CLI-001203;138,00;CMD-009323;BE;Direct
2026-06-14;CLI-001393;68,00;CMD-009324;FR;Direct
2026-06-14;CLI-001455;99,00;CMD-009325;FR;Meta retargeting
2026-06-14;CLI-001735;74,00;CMD-009326;FR;Email/SMS
2026-06-14;CLI-001906;78,00;CMD-009327;BE;Direct
2026-06-14;CLI-002014;74,00;CMD-009328;FR;Email/SMS
2026-06-14;CLI-002336;24,00;CMD-009329;FR;Email/SMS
2026-06-14;CLI-002589;74,00;CMD-009330;FR;Direct
2026-06-14;CLI-003419;93,06;CMD-009331;FR;Email/SMS
2026-06-14;CLI-003903;69,56;CMD-009332;FR;Email/SMS
2026-06-14;CLI-004064;106,22;CMD-009333;FR;Direct
2026-06-14;CLI-004488;129,72;CMD-009334;FR;Direct
2026-06-14;CLI-004875;36,66;CMD-009335;BE;Google
2026-06-14;CLI-004947;115,62;CMD-009336;FR;Google
2026-06-14;CLI-005065;69,56;CMD-009337;FR;TikTok
2026-06-14;CLI-005174;93,06;CMD-009338;FR;Meta
2026-06-15;CLI-000968;113,00;CMD-009339;ES;Email/SMS
2026-06-15;CLI-001661;29,00;CMD-009340;IT;Direct
2026-06-15;CLI-001880;99,00;CMD-009341;BE;Direct
2026-06-15;CLI-002177;138,00;CMD-009342;FR;Direct
2026-06-15;CLI-003038;93,06;CMD-009343;FR;Direct
2026-06-15;CLI-003108;93,06;CMD-009344;FR;Direct
2026-06-15;CLI-003251;106,22;CMD-009345;DE;Meta retargeting
2026-06-15;CLI-003549;93,06;CMD-009346;FR;Email/SMS
2026-06-15;CLI-003687;93,06;CMD-009347;FR;Meta retargeting
2026-06-15;CLI-004473;93,06;CMD-009348;FR;Direct
2026-06-15;CLI-004588;93,06;CMD-009349;IT;Meta retargeting
2026-06-15;CLI-004821;63,92;CMD-009350;IT;Direct
2026-06-15;CLI-004843;36,66;CMD-009351;FR;Meta
2026-06-15;CLI-004846;93,06;CMD-009352;FR;Google
2026-06-15;CLI-004849;36,66;CMD-009353;FR;Meta
2026-06-15;CLI-004861;36,66;CMD-009354;FR;Google
2026-06-15;CLI-004917;69,56;CMD-009355;FR;TikTok
2026-06-15;CLI-004926;22,56;CMD-009356;FR;TikTok
2026-06-15;CLI-004982;36,66;CMD-009357;BE;Meta
2026-06-15;CLI-005117;69,56;CMD-009358;FR;Google
2026-06-15;CLI-005145;36,66;CMD-009359;FR;Meta
2026-06-15;CLI-005146;69,56;CMD-009360;FR;Meta
2026-06-15;CLI-005167;36,66;CMD-009361;FR;Meta
2026-06-15;CLI-005170;69,56;CMD-009362;DE;Autre
2026-06-15;CLI-005196;69,56;CMD-009363;FR;Influence
2026-06-15;CLI-005197;27,26;CMD-009364;FR;Autre
2026-06-16;CLI-003569;-129,72;R-CMD-009237;NL;Remboursement
2026-06-16;CLI-000709;138,00;CMD-009365;FR;Direct
2026-06-16;CLI-002072;99,00;CMD-009366;FR;Direct
2026-06-16;CLI-002307;99,00;CMD-009367;FR;Meta retargeting
2026-06-16;CLI-002990;36,66;CMD-009368;FR;Direct
2026-06-16;CLI-003164;129,72;CMD-009369;FR;Email/SMS
2026-06-16;CLI-003802;69,56;CMD-009370;FR;Email/SMS
2026-06-16;CLI-004027;93,06;CMD-009371;FR;Direct
2026-06-16;CLI-004326;93,06;CMD-009372;IT;Direct
2026-06-16;CLI-004581;129,72;CMD-009373;FR;Direct
2026-06-16;CLI-004863;92,12;CMD-009374;FR;Meta
2026-06-16;CLI-004892;93,06;CMD-009375;BE;Email/SMS
2026-06-16;CLI-005018;36,66;CMD-009376;FR;Influence
2026-06-16;CLI-005024;93,06;CMD-009377;BE;TikTok
2026-06-16;CLI-005035;92,12;CMD-009378;FR;Google
2026-06-16;CLI-005077;92,12;CMD-009379;FR;Meta
2026-06-16;CLI-005160;36,66;CMD-009380;FR;Meta
2026-06-17;CLI-001005;-99,00;R-CMD-008964;FR;Remboursement
2026-06-17;CLI-000047;74,00;CMD-009381;FR;Meta retargeting
2026-06-17;CLI-000600;39,00;CMD-009382;FR;Email/SMS
2026-06-17;CLI-000926;39,00;CMD-009383;IT;Direct
2026-06-17;CLI-001166;74,00;CMD-009384;FR;Email/SMS
2026-06-17;CLI-001374;78,00;CMD-009385;FR;Email/SMS
2026-06-17;CLI-001950;99,00;CMD-009386;ES;Direct
2026-06-17;CLI-002344;138,00;CMD-009387;FR;Meta retargeting
2026-06-17;CLI-002589;74,00;CMD-009388;FR;Email/SMS
2026-06-17;CLI-003459;73,32;CMD-009389;FR;Direct
2026-06-17;CLI-004430;93,06;CMD-009390;BE;Email/SMS
2026-06-17;CLI-004465;93,06;CMD-009391;IT;Email/SMS
2026-06-17;CLI-004568;93,06;CMD-009392;DE;Direct
2026-06-17;CLI-004656;36,66;CMD-009393;FR;Email/SMS
2026-06-17;CLI-004835;22,56;CMD-009394;FR;Meta
2026-06-17;CLI-004918;69,56;CMD-009395;FR;Influence
2026-06-17;CLI-004932;69,56;CMD-009396;NL;TikTok
2026-06-17;CLI-004938;36,66;CMD-009397;FR;Meta
2026-06-17;CLI-004965;93,06;CMD-009398;FR;Google
2026-06-17;CLI-004990;36,66;CMD-009399;FR;Meta
2026-06-17;CLI-005003;36,66;CMD-009400;FR;Meta
2026-06-17;CLI-005023;36,66;CMD-009401;FR;Google
2026-06-17;CLI-005037;36,66;CMD-009402;NL;Meta
2026-06-17;CLI-005055;69,56;CMD-009403;ES;TikTok
2026-06-17;CLI-005060;93,06;CMD-009404;FR;Google
2026-06-17;CLI-005113;93,06;CMD-009405;FR;Meta
2026-06-17;CLI-005124;36,66;CMD-009406;ES;Influence
2026-06-17;CLI-005142;36,66;CMD-009407;FR;TikTok
2026-06-17;CLI-005144;69,56;CMD-009408;FR;Meta
2026-06-17;CLI-005205;36,66;CMD-009409;FR;TikTok
2026-06-18;CLI-001010;74,00;CMD-009410;FR;Email/SMS
2026-06-18;CLI-001018;99,00;CMD-009411;FR;Email/SMS
2026-06-18;CLI-001994;74,00;CMD-009412;FR;Meta retargeting
2026-06-18;CLI-002874;69,56;CMD-009413;FR;Direct
2026-06-18;CLI-003663;93,06;CMD-009414;FR;Meta retargeting
2026-06-18;CLI-004490;93,06;CMD-009415;ES;Direct
2026-06-18;CLI-004796;69,56;CMD-009416;ES;Email/SMS
2026-06-18;CLI-004840;69,56;CMD-009417;FR;Meta
2026-06-18;CLI-004865;69,56;CMD-009418;FR;Influence
2026-06-18;CLI-004927;36,66;CMD-009419;FR;Meta
2026-06-18;CLI-004945;93,06;CMD-009420;FR;Meta
2026-06-18;CLI-004994;69,56;CMD-009421;DE;Meta
2026-06-18;CLI-005002;93,06;CMD-009422;IT;TikTok
2026-06-18;CLI-005011;36,66;CMD-009423;DE;Google
2026-06-18;CLI-005040;93,06;CMD-009424;FR;Meta
2026-06-18;CLI-005067;36,66;CMD-009425;FR;Google
2026-06-18;CLI-005068;36,66;CMD-009426;FR;Meta
2026-06-18;CLI-005073;59,22;CMD-009427;FR;Influence
2026-06-18;CLI-005076;69,56;CMD-009428;FR;Google
2026-06-18;CLI-005090;36,66;CMD-009429;FR;Meta
2026-06-18;CLI-005097;115,62;CMD-009430;NL;Meta
2026-06-18;CLI-005099;93,06;CMD-009431;FR;Meta
2026-06-18;CLI-005103;27,26;CMD-009432;FR;TikTok
2026-06-18;CLI-005129;69,56;CMD-009433;IT;TikTok
2026-06-18;CLI-005138;36,66;CMD-009434;BE;Google
2026-06-18;CLI-005139;93,06;CMD-009435;FR;Google
2026-06-18;CLI-005155;36,66;CMD-009436;FR;Influence
2026-06-18;CLI-005175;69,56;CMD-009437;FR;Meta
2026-06-19;CLI-000214;99,00;CMD-009438;DE;Meta retargeting
2026-06-19;CLI-001127;39,00;CMD-009439;FR;Direct
2026-06-19;CLI-001367;99,00;CMD-009440;IT;Email/SMS
2026-06-19;CLI-001427;138,00;CMD-009441;FR;Email/SMS
2026-06-19;CLI-001708;39,00;CMD-009442;FR;Meta retargeting
2026-06-19;CLI-001811;113,00;CMD-009443;ES;Email/SMS
2026-06-19;CLI-001889;99,00;CMD-009444;BE;Meta retargeting
2026-06-19;CLI-001971;99,00;CMD-009445;FR;Email/SMS
2026-06-19;CLI-001994;74,00;CMD-009446;FR;Meta retargeting
2026-06-19;CLI-002097;99,00;CMD-009447;FR;Meta retargeting
2026-06-19;CLI-002354;99,00;CMD-009448;FR;Meta retargeting
2026-06-19;CLI-002606;74,00;CMD-009449;IT;Meta retargeting
2026-06-19;CLI-003078;27,26;CMD-009450;DE;Email/SMS
2026-06-19;CLI-003451;36,66;CMD-009451;FR;Email/SMS
2026-06-19;CLI-004044;69,56;CMD-009452;FR;Email/SMS
2026-06-19;CLI-004101;93,06;CMD-009453;DE;Email/SMS
2026-06-19;CLI-004830;27,26;CMD-009454;BE;Direct
2026-06-19;CLI-004874;69,56;CMD-009455;FR;Google
2026-06-19;CLI-004907;59,22;CMD-009456;FR;Meta
2026-06-19;CLI-004929;93,06;CMD-009457;DE;Meta
2026-06-19;CLI-004993;69,56;CMD-009458;FR;Meta
2026-06-19;CLI-005014;36,66;CMD-009459;FR;Meta
2026-06-19;CLI-005070;36,66;CMD-009460;FR;Meta
2026-06-19;CLI-005089;36,66;CMD-009461;FR;Google
2026-06-19;CLI-005164;36,66;CMD-009462;IT;Meta
2026-06-19;CLI-005193;93,06;CMD-009463;FR;Meta
2026-06-20;CLI-000301;74,00;CMD-009464;FR;Email/SMS
2026-06-20;CLI-000426;99,00;CMD-009465;FR;Email/SMS
2026-06-20;CLI-000850;138,00;CMD-009466;DE;Meta retargeting
2026-06-20;CLI-001636;39,00;CMD-009467;FR;Direct
2026-06-20;CLI-001670;99,00;CMD-009468;FR;Email/SMS
2026-06-20;CLI-001723;78,00;CMD-009469;FR;Email/SMS
2026-06-20;CLI-001865;138,00;CMD-009470;FR;Email/SMS
2026-06-20;CLI-002296;39,00;CMD-009471;NL;Email/SMS
2026-06-20;CLI-002336;78,00;CMD-009472;FR;Direct
2026-06-20;CLI-002663;69,56;CMD-009473;FR;Direct
2026-06-20;CLI-003542;129,72;CMD-009474;FR;Email/SMS
2026-06-20;CLI-004187;129,72;CMD-009475;BE;Email/SMS
2026-06-20;CLI-004416;73,32;CMD-009476;FR;Meta retargeting
2026-06-20;CLI-004453;36,66;CMD-009477;FR;Direct
2026-06-20;CLI-004903;93,06;CMD-009478;FR;Meta
2026-06-20;CLI-004915;36,66;CMD-009479;ES;Email/SMS
2026-06-20;CLI-004919;69,56;CMD-009480;FR;Meta
2026-06-20;CLI-004954;36,66;CMD-009481;FR;TikTok
2026-06-20;CLI-004991;36,66;CMD-009482;FR;TikTok
2026-06-20;CLI-005008;45,12;CMD-009483;BE;Meta
2026-06-20;CLI-005045;36,66;CMD-009484;FR;TikTok
2026-06-20;CLI-005051;36,66;CMD-009485;FR;Meta
2026-06-20;CLI-005101;69,56;CMD-009486;BE;Autre
2026-06-20;CLI-005128;59,22;CMD-009487;FR;Meta
2026-06-20;CLI-005134;36,66;CMD-009488;BE;Meta
2026-06-20;CLI-005135;69,56;CMD-009489;BE;Influence
2026-06-20;CLI-005186;36,66;CMD-009490;ES;Meta
2026-06-20;CLI-005204;69,56;CMD-009491;ES;Influence
2026-06-21;CLI-005005;-69,56;R-CMD-009247;FR;Remboursement
2026-06-21;CLI-001166;39,00;CMD-009492;FR;Meta retargeting
2026-06-21;CLI-001350;113,00;CMD-009493;FR;Email/SMS
2026-06-21;CLI-001356;138,00;CMD-009494;FR;Meta retargeting
2026-06-21;CLI-001572;99,00;CMD-009495;FR;Direct
2026-06-21;CLI-001905;39,00;CMD-009496;FR;Direct
2026-06-21;CLI-002009;39,00;CMD-009497;IT;Email/SMS
2026-06-21;CLI-002605;24,00;CMD-009498;FR;Direct
2026-06-21;CLI-004223;93,06;CMD-009499;DE;Direct
2026-06-21;CLI-004421;69,56;CMD-009500;FR;Direct
2026-06-21;CLI-004566;129,72;CMD-009501;BE;Direct
2026-06-21;CLI-004854;93,06;CMD-009502;FR;Autre
2026-06-21;CLI-004860;93,06;CMD-009503;DE;Meta
2026-06-21;CLI-004914;27,26;CMD-009504;FR;Meta
2026-06-21;CLI-004944;69,56;CMD-009505;DE;TikTok
2026-06-21;CLI-004946;69,56;CMD-009506;DE;TikTok
2026-06-21;CLI-004983;27,26;CMD-009507;FR;Meta
2026-06-21;CLI-005016;115,62;CMD-009508;BE;Meta
2026-06-21;CLI-005029;92,12;CMD-009509;FR;TikTok
2026-06-21;CLI-005081;36,66;CMD-009510;FR;Google
2026-06-21;CLI-005206;27,26;CMD-009511;DE;Google
2026-06-21;CLI-005208;93,06;CMD-009512;BE;Meta
2026-06-22;CLI-000242;99,00;CMD-009513;NL;Meta retargeting
2026-06-22;CLI-000460;24,00;CMD-009514;FR;Email/SMS
2026-06-22;CLI-000880;74,00;CMD-009515;FR;Email/SMS
2026-06-22;CLI-000981;99,00;CMD-009516;FR;Email/SMS
2026-06-22;CLI-001207;74,00;CMD-009517;ES;Email/SMS
2026-06-22;CLI-001239;39,00;CMD-009518;FR;Email/SMS
2026-06-22;CLI-001599;113,00;CMD-009519;FR;Email/SMS
2026-06-22;CLI-001980;99,00;CMD-009520;FR;Email/SMS
2026-06-22;CLI-002077;39,00;CMD-009521;FR;Meta retargeting
2026-06-22;CLI-002905;73,32;CMD-009522;ES;Email/SMS
2026-06-22;CLI-003546;36,66;CMD-009523;FR;Email/SMS
2026-06-22;CLI-003574;36,66;CMD-009524;FR;Meta retargeting
2026-06-22;CLI-004044;93,06;CMD-009525;FR;Direct
2026-06-22;CLI-004198;36,66;CMD-009526;IT;Email/SMS
2026-06-22;CLI-004440;129,72;CMD-009527;FR;Email/SMS
2026-06-22;CLI-004906;93,06;CMD-009528;ES;Meta
2026-06-22;CLI-004910;59,22;CMD-009529;DE;Meta
2026-06-22;CLI-004916;27,26;CMD-009530;FR;Meta
2026-06-22;CLI-004953;36,66;CMD-009531;FR;Google
2026-06-22;CLI-004963;36,66;CMD-009532;FR;Influence
2026-06-22;CLI-004970;92,12;CMD-009533;DE;Meta
2026-06-22;CLI-004984;93,06;CMD-009534;FR;Google
